Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
GNBC,12/8/2016,Corporates,Bank,Banks,12/15/2026,12/8/2016,CALLABLE,USD,0,88.88890076,35000000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
GRNKEN,7/24/2017,Corporates,Industrial,Utilities,7/24/2022,7/17/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,350000000,FIXED,NR,#N/A N/A,WR,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
ABGSM,9/30/2014,Corporates,Industrial,Waste & Environment Services & Equipment,3/31/2027,9/24/2014,AT MATURITY,EUR,14.28569984,85.71430206,334660550,STEP CPN,NR,NR,WR,SPAIN,163.3734503,911.7611605,97.07236659
SBAB,6/23/2016,Corporates,Bank,Banks,6/23/2021,6/16/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,122136000,FLOATING,NR,NR,WR,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
DKRED,6/8/2016,Corporates,Bank,Banks,6/8/2021,6/1/2016,AT MATURITY,EUR,#N/A N/A,#N/A N/A,569960000,FIXED,NR,#N/A N/A,WR,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
ALIGER,5/7/2014,Corporates,Industrial,Power Generation,5/7/2019,4/29/2014,CALLABLE,SEK,#N/A Field Not Applicable,#N/A Field Not Applicable,76991000,DEFAULTED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
WINDMW,12/17/2015,Corporates,Industrial,Renewable Energy,12/30/2021,12/7/2015,SINKABLE,EUR,#N/A N/A,#N/A N/A,102780500,FIXED,BBB-,BBB-,Baa3,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
MTRC,7/27/2017,Corporates,Industrial,Travel & Lodging,7/17/2047,7/18/2017,AT MATURITY,HKD,25,70,43280562,FIXED,NR,AA+,#N/A N/A,HONG KONG,#N/A N/A,37.44646364,46.55337706
SINKAM,1/30/2018,Corporates,Industrial,Power Generation,1/30/2023,1/23/2018,AT MATURITY,MYR,#N/A N/A,#N/A N/A,3845655,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
AWLN,12/3/2018,Corporates,Financial,Utilities,2/6/2031,10/18/2018,CALLABLE,GBP,#N/A N/A,#N/A N/A,31852750,FIXED,NR,#N/A N/A,A3,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
BEIJII,11/23/2018,Corporates,Industrial,Travel & Lodging,#N/A Field Not Applicable,11/20/2018,PERP/CALL,CNY,#N/A N/A,#N/A N/A,417356400,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,7/10/2014,Corporates,REIT,Real Estate,7/13/2021,7/10/2014,AT MATURITY,EUR,45.45449829,63.63639832,67987000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,18.46277652,28.74698792
EDF,1/26/2017,Corporates,Industrial,Power Generation,1/26/2029,1/20/2017,AT MATURITY,JPY,44.44440079,27.77779961,171004316,FIXED,BBB+,BBB+,A3,FRANCE,909.4155844,405.7597311,169.5520581
VACSEA,9/12/2018,Corporates,REIT,Real Estate,9/12/2023,9/5/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,77962500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
MTRC,9/27/2017,Corporates,Industrial,Travel & Lodging,9/27/2047,9/20/2017,AT MATURITY,USD,25,70,100000000,FIXED,NR,AA+,#N/A N/A,HONG KONG,#N/A N/A,37.44646364,46.55337706
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2025,10/4/2017,AT MATURITY,MYR,40,80,7079490,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
INTNED,12/28/2018,Corporates,Bank,Banks,12/28/2030,12/19/2018,AT MATURITY,GBP,33.33330154,100,76194600,FIXED,NR,#N/A N/A,Baa1,NETHERLANDS,59.25925926,0.568020449,0.273205382
SENGR,5/5/2017,Corporates,Industrial,Renewable Energy,10/25/2022,4/27/2017,CALLABLE,EUR,0,#N/A N/A,439608000,DEFAULTED,NR,NR,WR,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
CASTSS,10/4/2016,Corporates,REIT,Real Estate,10/4/2021,9/26/2016,AT MATURITY,SEK,50,100,75586550,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,67.10710089,3.123084519,45.40193572
ALPERI,6/30/2016,Corporates,Industrial,Power Generation,6/28/2024,6/24/2016,AT MATURITY,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,138412500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,ITALY,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ENTRAN,9/22/2016,Corporates,REIT,Real Estate,9/22/2023,9/16/2016,AT MATURITY,NOK,57.14289856,71.4285965,147878400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
SWEDA,3/29/2018,Corporates,Bank,Banks,3/29/2023,3/22/2018,AT MATURITY,SEK,33.33330154,83.33329773,59831000,FLOATING,A+,A+,Aa3,SWEDEN,216.7913033,0.290714703,0.992040912
SSKO,6/7/2016,Corporates,Industrial,Forest & Paper Products Manufacturing,6/7/2021,5/30/2016,AT MATURITY,SEK,#N/A Field Not Applicable,#N/A Field Not Applicable,122857000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SBAB,6/23/2016,Corporates,Bank,Banks,6/23/2021,6/16/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,122136000,FIXED,NR,NR,WR,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,6/15/2016,Corporates,Industrial,Utilities,6/15/2048,6/2/2016,SINKABLE,GBP,#N/A N/A,#N/A N/A,35420250,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/5/2029,10/4/2017,AT MATURITY,MYR,40,80,8259405,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
ANASM,11/25/2016,Corporates,Financial,Industrial Other,11/25/2031,11/4/2016,AT MATURITY,EUR,#N/A N/A,#N/A N/A,41842350,FIXED,NR,#N/A N/A,#N/A N/A,SPAIN,#N/A N/A,#N/A N/A,#N/A N/A
INCIM,10/21/2014,Corporates,Industrial,Renewable Energy,7/21/2021,10/17/2014,CONVERTIBLE,EUR,#N/A N/A,#N/A N/A,19099650,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,ITALY,#N/A N/A,#N/A N/A,#N/A N/A
ENGIFP,5/19/2014,Corporates,Industrial,Power Generation,5/19/2020,5/12/2014,AT MATURITY,EUR,30.76919937,46.15380096,1645140000,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,9/29/2017,Corporates,Bank,Banks,9/29/2021,9/22/2017,AT MATURITY,TRY,#N/A N/A,#N/A N/A,90395060,FIXED,NR,A+,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
SBAB,10/11/2017,Corporates,Bank,Banks,10/11/2022,10/4/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,93090750,FLOATING,A,A,A1,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
MUFG,12/18/2018,Corporates,Bank,Diversified Banks,12/18/2028,12/7/2018,AT MATURITY,USD,18.75,56.25,120000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,453.3636545,0.029551542,1.401818575
MTRC,9/15/2017,Corporates,Industrial,Travel & Lodging,9/6/2047,9/8/2017,AT MATURITY,HKD,25,70,40285665,FIXED,NR,AA+,#N/A N/A,CAYMAN ISLANDS,#N/A N/A,37.44646364,46.55337706
ATRLJB,5/3/2018,Corporates,Industrial,Real Estate,5/3/2023,4/20/2018,AT MATURITY,SEK,33.33330154,66.66670227,28397250,FLOATING,NR,#N/A N/A,#N/A N/A,SWEDEN,76.68217258,5.683691328,47.45882259
BNALCR,4/25/2016,Corporates,Bank,Banks,4/25/2021,4/20/2016,AT MATURITY,USD,#N/A N/A,#N/A N/A,500000000,FIXED,NR,#N/A N/A,WR,COSTA RICA,#N/A N/A,#N/A N/A,#N/A N/A
VELENE,6/22/2016,Corporates,Industrial,Renewable Energy,6/30/2036,6/15/2016,SINKABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,31648400,FIXED,NR,BBB+,#N/A N/A,LUXEMBOURG,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
KLED,6/13/2018,Corporates,REIT,Real Estate,6/13/2023,6/5/2018,AT MATURITY,SEK,42.85710144,100,52270650,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,58.28743609,6.140316145,114.2279401
ENTRAN,3/20/2017,Corporates,REIT,Real Estate,3/20/2024,3/15/2017,AT MATURITY,NOK,57.14289856,71.4285965,140946665,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
AKUOEN,12/8/2017,Corporates,Industrial,Renewable Energy,12/8/2024,12/6/2017,AT MATURITY,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,11756200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CONGLO,12/18/2014,Corporates,Industrial,Renewable Energy,8/30/2034,12/15/2014,SINKABLE,USD,11.1111002,44.44440079,204000000,FIXED,NR,#N/A N/A,#N/A N/A,PERU,#N/A N/A,#N/A N/A,#N/A N/A
SBIIN,7/30/2018,Corporates,Industrial,Banks,7/30/2023,7/9/2018,AT MATURITY,USD,7.142859936,35.71429825,50000000,FIXED,NR,BBB-,#N/A N/A,INDIA,698.218449,0.290373089,4.276562768
LANHYP,5/25/2018,Corporates,Bank,Consumer Finance,5/25/2023,5/16/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,600505500,FIXED,NR,AAA,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
HKCGAS,11/17/2017,Corporates,Industrial,Utilities,11/17/2027,11/8/2017,AT MATURITY,HKD,0,33.33330154,76809000,FIXED,A,A-,A1,HONG KONG,248.8596872,34.35384954,26.24995333
TSLAEN,1/14/2016,Corporates,Industrial,Renewable Energy,1/14/2031,1/11/2016,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
VELENE,6/22/2016,Corporates,Industrial,Renewable Energy,6/30/2036,6/15/2016,SINKABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,350845120,FIXED,NR,BBB+,#N/A N/A,LUXEMBOURG,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
GFCFP,11/6/2015,Corporates,REIT,Real Estate,11/6/2022,11/2/2015,AT MATURITY,EUR,45.45449829,63.63639832,53683000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,18.46277652,28.74698792
BBVASM,9/27/2018,Corporates,Bank,Banks,9/23/2021,9/26/2018,AT MATURITY,MXN,#N/A N/A,#N/A N/A,186134200,FLOATING,NR,#N/A N/A,Baa1,MEXICO,#N/A N/A,#N/A N/A,#N/A N/A
BKKNO,10/6/2014,Corporates,Industrial,Utilities,10/6/2021,9/24/2014,AT MATURITY,NOK,#N/A N/A,#N/A N/A,307336000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2032,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3825450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
WINDMW,12/17/2015,Corporates,Industrial,Renewable Energy,12/30/2021,12/7/2015,SINKABLE,EUR,#N/A N/A,#N/A N/A,150384100,FIXED,BBB-,BBB-,#N/A N/A,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/19/2015,Corporates,Industrial,Renewable Energy,3/19/2025,3/16/2015,AT MATURITY,USD,22.22220039,77.77780151,394000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,12/1/2015,Corporates,REIT,Real Estate,6/1/2026,11/26/2015,AT MATURITY,EUR,45.45449829,63.63639832,106156000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,18.46277652,28.74698792
BEENCL,11/27/2018,Corporates,Industrial,Electrical Equipment Manufacturing,#N/A Field Not Applicable,11/22/2018,PERP/CALL,CNY,#N/A N/A,#N/A N/A,143850000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CAYMAN ISLANDS,#N/A N/A,#N/A N/A,#N/A N/A
PTISSU,10/23/2018,Corporates,Industrial,Consumer Products,10/20/2024,10/23/2018,SINKABLE,PEN,#N/A N/A,#N/A N/A,29974700,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,PERU,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/26/2015,Corporates,Industrial,Renewable Energy,3/26/2030,3/23/2015,AT MATURITY,USD,22.22220039,77.77780151,260000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2028,10/4/2017,AT MATURITY,MYR,40,80,7079490,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
YANTZE,12/3/2018,Corporates,Industrial,Power Generation,12/3/2023,11/27/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,435831000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
GDPOLY,1/25/2017,Corporates,Industrial,Renewable Energy,1/25/2020,1/18/2017,AT MATURITY,USD,#N/A N/A,#N/A N/A,350000000,FIXED,NR,NR,WR,BERMUDA,#N/A N/A,#N/A N/A,#N/A N/A
ATRLJB,9/6/2018,Corporates,Industrial,Real Estate,9/6/2021,8/30/2018,AT MATURITY,SEK,33.33330154,66.66670227,32932200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,76.68217258,5.683691328,47.45882259
EDF,1/26/2017,Corporates,Industrial,Power Generation,1/26/2032,1/20/2017,AT MATURITY,JPY,44.44440079,27.77779961,55838144,FIXED,BBB+,BBB+,A3,FRANCE,909.4155844,405.7597311,169.5520581
KLED,3/21/2018,Corporates,REIT,Real Estate,3/21/2022,3/9/2018,AT MATURITY,SEK,42.85710144,100,152060000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,58.28743609,6.140316145,114.2279401
ADSLTC,3/15/2018,Corporates,Industrial,Renewable Energy,2/28/2023,3/1/2018,CALLABLE,SEK,#N/A Field Not Applicable,#N/A Field Not Applicable,36741300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TODA,12/21/2018,Corporates,Industrial,Industrial Other,12/21/2023,12/7/2018,AT MATURITY,JPY,8.333330154,33.33330154,44907300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
CASTSS,10/4/2016,Corporates,REIT,Real Estate,10/4/2021,9/26/2016,AT MATURITY,SEK,50,100,40700450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,67.10710089,3.123084519,45.40193572
EVRGTT,6/27/2018,Corporates,Industrial,Transportation & Logistics,6/27/2023,5/15/2018,AT MATURITY,TWD,11.1111002,33.33330154,65540400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
HRLEAS,2/15/2017,Corporates,Financial,Commercial Finance,2/15/2022,2/9/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,145837000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
KOSOPW,9/28/2018,Corporates,Industrial,Power Generation,9/28/2048,9/27/2018,AT MATURITY,KRW,#N/A N/A,#N/A N/A,90099000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,10/24/2017,Corporates,REIT,Real Estate,4/24/2023,10/16/2017,AT MATURITY,SEK,66.66670227,55.55559921,152276250,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
WSTP,2/27/2018,Corporates,Bank,Banks,2/27/2023,2/8/2018,AT MATURITY,AUD,30,90,91634760,FIXED,A+,AA-,Aa3,AUSTRALIA,629.3245026,3.498586143,2.675798699
ICBCAS,6/14/2018,Corporates,Industrial,Banks,6/14/2021,6/5/2018,AT MATURITY,USD,16.66670036,41.66669846,500000000,FLOATING,NR,#N/A N/A,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
MS,6/8/2015,Corporates,Financial,Financial Services,12/7/2018,6/3/2015,AT MATURITY,USD,33.33330154,80,500000000,FIXED,NR,NR,WR,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ADSLTC,7/10/2018,Corporates,Industrial,Renewable Energy,7/9/2023,7/10/2018,CALLABLE,SEK,#N/A Field Not Applicable,#N/A Field Not Applicable,17149800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BAZFIN,11/30/2017,Corporates,Industrial,Utilities,11/30/2042,11/23/2017,SINKABLE,GBP,#N/A N/A,#N/A N/A,270172000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
MTRC,3/28/2018,Corporates,Industrial,Travel & Lodging,3/28/2048,3/21/2018,AT MATURITY,HKD,25,70,29309130,FIXED,NR,AA+,#N/A N/A,CAYMAN ISLANDS,#N/A N/A,37.44646364,46.55337706
SWEDA,3/29/2018,Corporates,Bank,Banks,3/29/2023,3/16/2018,AT MATURITY,SEK,33.33330154,83.33329773,179493000,FIXED,A+,A+,Aa3,SWEDEN,216.7913033,0.290714703,0.992040912
CDMETR,12/6/2018,Corporates,Industrial,Industrial Other,12/6/2023,11/30/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,290580000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
BOCOM,11/22/2016,Corporates,Bank,Banks,11/22/2021,11/15/2016,AT MATURITY,CNY,7.142859936,42.85710144,2904900000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
MOLAND,3/5/2018,Corporates,Industrial,Real Estate,3/5/2021,2/27/2018,AT MATURITY,USD,#N/A N/A,#N/A N/A,350000000,FIXED,NR,#N/A N/A,WR,CAYMAN ISLANDS,#N/A N/A,#N/A N/A,#N/A N/A
EDF,11/27/2013,Corporates,Industrial,Power Generation,4/27/2021,11/20/2013,AT MATURITY,EUR,44.44440079,27.77779961,1899842000,FIXED,NR,NR,WR,FRANCE,909.4155844,405.7597311,169.5520581
INTNED,11/24/2015,Corporates,Bank,Banks,11/24/2020,11/17/2015,AT MATURITY,EUR,33.33330154,100,532345000,FIXED,NR,NR,WR,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
PXETMC,9/21/2017,Corporates,Industrial,Financial Services,9/21/2024,9/13/2017,SINKABLE,CNY,#N/A N/A,#N/A N/A,304608000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,9/29/2017,Corporates,Bank,Banks,9/29/2021,9/22/2017,AT MATURITY,MXN,#N/A N/A,#N/A N/A,9091054.5,FIXED,NR,A+,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ICBCAS,12/30/2014,Corporates,Bank,Banks,12/30/2024,12/30/2014,CALLABLE,HKD,16.66670036,41.66669846,210558.626,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,HONG KONG,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,10/19/2017,Corporates,REIT,Real Estate,10/19/2022,10/12/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,30695000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
CHENER,9/26/2016,Corporates,Industrial,Renewable Energy,9/26/2026,9/21/2016,AT MATURITY,CNY,#N/A N/A,#N/A N/A,225157500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
VW,5/16/2018,Corporates,REIT,Real Estate,5/16/2025,3/14/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,126395890,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
FVHSAM,5/18/2015,Corporates,Industrial,Utilities,5/18/2022,5/6/2015,AT MATURITY,SEK,#N/A N/A,#N/A N/A,182485500,FIXED,NR,BBB+,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
FABGSS,4/12/2018,Corporates,REIT,Real Estate,4/12/2024,4/5/2018,AT MATURITY,SEK,33.33330154,100,95044000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,17.18964778,0.512473259,7.528795622
FASTIG,5/24/2017,Corporates,REIT,Real Estate,5/24/2022,5/17/2017,AT MATURITY,SEK,66.66670227,55.55559921,68931600,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
GRNKEN,7/24/2017,Corporates,Industrial,Utilities,7/24/2022,7/17/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,350000000,FIXED,NR,#N/A N/A,WR,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
MANHUM,10/16/2017,Corporates,Industrial,Waste & Environment Services & Equipment,10/16/2023,8/29/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,472420000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,10/19/2017,Corporates,REIT,Real Estate,10/19/2022,10/12/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,55251000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/7/2028,1/4/2018,AT MATURITY,MYR,10,50,42442710,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
TADENR,7/27/2017,Corporates,Industrial,Power Generation,7/27/2029,7/26/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,4675620,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
AWLN,12/3/2018,Corporates,Financial,Utilities,2/6/2029,10/18/2018,CALLABLE,GBP,#N/A N/A,#N/A N/A,108299350,FIXED,NR,#N/A N/A,A3,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
ICBCAS,6/14/2018,Corporates,Industrial,Banks,6/14/2021,6/5/2018,AT MATURITY,EUR,16.66670036,41.66669846,581680000,FLOATING,NR,#N/A N/A,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
MITSOL,8/30/2018,Corporates,Industrial,Transportation & Logistics,8/30/2023,8/24/2018,AT MATURITY,JPY,12.5,37.5,44949500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,254.9536419,13.28453078,1357.357623
WILHEM,9/3/2018,Corporates,REIT,Real Estate,9/3/2023,8/24/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,87911200,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2023,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
GRNKEN,7/24/2017,Corporates,Industrial,Utilities,7/24/2024,7/17/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,650000000,FIXED,NR,#N/A N/A,WR,NETHERLANDS,#N/A N/A,#N/A N/A,#N/A N/A
DLR,6/23/2015,Corporates,REIT,Real Estate,7/1/2022,6/18/2015,CALLABLE,USD,27.27269936,90.90910339,500000000,FIXED,NR,NR,WR,UNITED STATES,348.9673069,767.8586462,1041.494066
NDXGR,4/6/2016,Corporates,Industrial,Renewable Energy,4/6/2026,3/31/2016,AT MATURITY,EUR,16.66670036,#N/A N/A,627803000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,200.3922311,4.855571529,2.648293741
NDXGR,4/6/2016,Corporates,Industrial,Renewable Energy,4/6/2023,3/31/2016,AT MATURITY,EUR,16.66670036,#N/A N/A,627803000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,200.3922311,4.855571529,2.648293741
JERNAB,4/17/2018,Corporates,REIT,Real Estate,4/17/2023,3/19/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,118918000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,6/27/2016,Corporates,Industrial,Utilities,6/27/2050,6/16/2016,AT MATURITY,GBP,#N/A N/A,#N/A N/A,132136000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
FUYOGN,11/2/2018,Corporates,Financial,Commercial Finance,11/2/2023,10/26/2018,AT MATURITY,JPY,0,37.5,88338100,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,185.0792549,0.025877861,0.830298031
BKNIBO,10/26/2018,Corporates,Bank,Banks,10/26/2021,10/19/2018,AT MATURITY,CNY,21.42860031,35.71429825,432060000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ABNANV,6/9/2015,Corporates,Bank,Banks,6/9/2020,6/2/2015,AT MATURITY,EUR,37.5,100,563490000,FIXED,NR,NR,WR,NETHERLANDS,92.74456751,0.890534521,0.485406754
